Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
Just posted a photo @ Indira Gandhi Athletic Stadium  , Sore calf  aching feet  and numbing legs is how my longest ever run can be summed up. During practice I was struggling to even reach 21k  definitely had reservations if I d be able to fight for 4 hours but here I m with 34 kms and 75 loops under my belt in the 2nd edition of Guwahati Stadium Run event. Could have pushed till 37 38 had it not been for a painful feet after 26 kms but extremely happy and proud of this new feat nonetheless.   All thanks to the incredible  simanta.santa for pushing me to unlock newer boundaries. Mission Full Marathon alive and definitely on      running  marathon  longrun  guwahati  endurance  fitness  heath  ifcguwahatistadiumrun21,26.115669,91.760297,0,2021-12-19 12:05:59,Just posted a photo @ Indira Gandhi Athletic Stadium    Sore calf  aching feet  and numbing legs is how my longest ever run can be summed up. During practice I was struggling to even reach 21k  definitely had reservations if I d be able to fight for 4 hours but here I m with 34 kms and 75 loops under my belt in the 2nd edition of Guwahati Stadium Run event. Could have pushed till 37 38 had it not been for a painful feet after 26 kms but extremely happy and proud of this new feat nonetheless.   All thanks to the incredible  simanta.santa for pushing me to unlock newer boundaries. Mission Full Marathon alive and definitely on      running  marathon  longrun  guwahati  endurance  fitness  heath  ifcguwahatistadiumrun21,0.25719696969697,Positive
"A Sunday, Brothers and The Mountains.... 

#MentalFood #outingwithfriends @ Teen Jhanda Temple  ", A Sunday  Brothers and The Mountains....    MentalFood  outingwithfriends,26.1756287,91.74051,0,2021-12-19 12:15:46,"A Sunday, Brothers and The Mountains.... 

#MentalFood #outingwithfriends @ Teen Jhanda Temple    A Sunday  Brothers and The Mountains....    MentalFood  outingwithfriends",0,Neutral
Just posted a photo @ IIT Guwahati  ,,26.19095143,91.69288969,0,2021-12-19 12:51:46,Just posted a photo @ IIT Guwahati   ,0,Neutral
#brahmaputrariverheritagecentre @ Mahabahu Brahmaputra River Heritage Centre  ,  brahmaputrariverheritagecentre,26.18872488,91.74227715,0,2021-12-19 13:02:49,#brahmaputrariverheritagecentre @ Mahabahu Brahmaputra River Heritage Centre     brahmaputrariverheritagecentre,0,Neutral
"Just posted a photo @ Vivanta By Taj, Guwahati  ", Thank you Guwahatians and all of you who voted for  chaipiyo cafe lounge       .. We won the  popularchoiceaward organised by  guwahatiplus  guwahatifoodawards 2021. It is indeed a privilege to win one of the most prestigious award of the town. Thank you everyone    .  chaipiyo cafe lounge  will always try to thrive for perfection in terms of food  hospitality and ambience.  hiphiphurray       ,26.12503239,91.81734465,0,2021-12-19 16:12:11,"Just posted a photo @ Vivanta By Taj, Guwahati    Thank you Guwahatians and all of you who voted for  chaipiyo cafe lounge       .. We won the  popularchoiceaward organised by  guwahatiplus  guwahatifoodawards 2021. It is indeed a privilege to win one of the most prestigious award of the town. Thank you everyone    .  chaipiyo cafe lounge  will always try to thrive for perfection in terms of food  hospitality and ambience.  hiphiphurray       ",0.65,Very Positive
"Shadi ke khane ke baad sweet dish mandatory.

@jitendra b89 congratulations party popper partying face  @ Durga Mandir, Bharalumukh  ", Shadi ke khane ke baad sweet dish mandatory.   jitendra b89 congratulations   ,26.150686,91.730339,0,2021-12-19 17:00:46,"Shadi ke khane ke baad sweet dish is mandatory.

@jitendra b89 congratulations party popper partying face @ Durga Mandir, Bharalumukh Shadi ke khane ke baad sweet dish mandatory. jitendra b89 congratulations",0.35,Positive
Few more days to go...will miss you all in coming days @ Assam Administrative Staff College  ,,26.12114975,91.81299586,0,2021-12-20 06:32:16,Few more days to go...will miss you all in coming days @ Assam Administrative Staff College   ,0.15,Positive
Just posted a photo @ Tatynpobka tattoos  , Never did I think I would get inked for someone other than my parents but just like our relationship  unique things kept on happening to us as we matured together from being friends to partners and he being my protector  my guide and my guardian angel since the very first day  just like my father.A Leo does need care  protection and adulation and what better than a Saggitarius to do so... Thank you for always being there and for everything. I couldn t think of something better getting us inked together  on our first legal anniversary..    rain forest 19   Hence  this tattoo has completed my desire to keep all my favourites closest to my heart and later take them to the grave with me.   The big paw is in the loving memory of my very first childhood friend cum partner Bhushu   who died trying to protect me and the little paw is for my darling Gym baccha   who was like our baby and who too has left us this year..  A huge thank you to  gunajit tat in pobka  for always understanding my mixed thoughts and taking all the pain in curating it in the best manner.. ...   inkedforlife  zodiactattoodesigns   anniversaryspecial     petparents   inmemorytattoos   thirdandlastbuthtemostspecialone,26.18151369,91.77240372,0,2021-12-20 07:24:26,Just posted a photo @ Tatynpobka tattoos    Never did I think I would get inked for someone other than my parents but just like our relationship  unique things kept on happening to us as we matured together from being friends to partners and he being my protector  my guide and my guardian angel since the very first day  just like my father.A Leo does need care  protection and adulation and what better than a Saggitarius to do so... Thank you for always being there and for everything. I couldn t think of something better getting us inked together  on our first legal anniversary..    rain forest 19   Hence  this tattoo has completed my desire to keep all my favourites closest to my heart and later take them to the grave with me.   The big paw is in the loving memory of my very first childhood friend cum partner Bhushu   who died trying to protect me and the little paw is for my darling Gym baccha   who was like our baby and who too has left us this year..  A huge thank you to  gunajit tat in pobka  for always understanding my mixed thoughts and taking all the pain in curating it in the best manner.. ...   inkedforlife  zodiactattoodesigns   anniversaryspecial     petparents   inmemorytattoos   thirdandlastbuthtemostspecialone,0.26015625,Positive
"Just posted a photo @ Guwahati, Assam (North East)  ", Rise of samurai   madewithphotoshop   photoshop  adobegencreate  adobe   huionindia  huiontablet    myvisionprecisely  indiaxnft  photoshop isle  madewithphotoshop  enter imagination  magnificentdsigns  magnificentvisuals  bennyreview  photomanipulation  photoshop  glow  ninja  ninjaart  gmofps  19skillz  photoshopvikings  photomanipulation  pmofficial  creativecloud wonder  glow,26.17838763,91.75227602,0,2021-12-20 16:05:57,"Just posted a photo @ Guwahati, Assam (North East)    Rise of samurai   madewithphotoshop   photoshop  adobegencreate  adobe   huionindia  huiontablet    myvisionprecisely  indiaxnft  photoshop isle  madewithphotoshop  enter imagination  magnificentdsigns  magnificentvisuals  bennyreview  photomanipulation  photoshop  glow  ninja  ninjaart  gmofps  19skillz  photoshopvikings  photomanipulation  pmofficial  creativecloud wonder  glow",0,Neutral
Just posted a photo @ Assam  , Tabitha Dewry   Model from Assam     Read about her journey   goals  spotlessfashionmagazine November edition and follow her tabitha s world     Owner   Tapas Das   91 9650192813  Ig    tapasdas.dct Editor in chief   Shiw  xperimental photography Designer   Rohit   rohitprasad    Email   spotlessfashionmagazine gmail.com Publishing websites    issuu.com   magtzer.com   Paperboy.com       bikinimodel  bikini  bikinigirl  model  sexy  fitness  fitnessmodel  modeling  bikinilife  beautiful  beauty  bikinifitness  hotmodel  b  fashion  bikinishoot  swimwear  bikiniseason  beach  summer  swimsuit  photoshoot  bikinis  fitnessmotivation  photooftheday  photography  hotgirl  lingeriemodel  love,26.14,91.77,0,2021-12-20 13:12:08,Just posted a photo @ Assam    Tabitha Dewry   Model from Assam     Read about her journey   goals  spotlessfashionmagazine November edition and follow her tabitha s world     Owner   Tapas Das   91 9650192813  Ig    tapasdas.dct Editor in chief   Shiw  xperimental photography Designer   Rohit   rohitprasad    Email   spotlessfashionmagazine gmail.com Publishing websites    issuu.com   magtzer.com   Paperboy.com       bikinimodel  bikini  bikinigirl  model  sexy  fitness  fitnessmodel  modeling  bikinilife  beautiful  beauty  bikinifitness  hotmodel  b  fashion  bikinishoot  swimwear  bikiniseason  beach  summer  swimsuit  photoshoot  bikinis  fitnessmotivation  photooftheday  photography  hotgirl  lingeriemodel  love,0.616666666666667,Very Positive
"Just posted a photo @ Katabari,Gorchuk  ",  Last Season. 1  Mujhe Meri Mehnat Par Yaakin Hai.. Ap Ek Baar Maaf Karke Toh Dekho.. Apko Kabhi Sorke Nhi  Jaye Gaye Itna Yaakin Se Keh Sakte..      Ap Ek Baar Bolo Toh Sahi.... Ap Tariff Sunte Sunte Thak Jau gaye... Main Kabhi Khamosh ya Nirash Nhi Honge... Apki Tariff Karte Karte    Ap Saath Rahe Ya Na Rahe ...      ,26.17122213,91.7606149,0,2021-12-20 16:41:45,"Just posted a photo @ Katabari,Gorchuk Last Season. 1 Mujhe Meri Mehnat Par Yaakin Hai.. Ap Ek Baar Maaf Karke Toh Dekho.. Apko Kabhi Sorke Nhi Jaye Gaye Itna Yaakin Se Keh Sakte.. Ap Ek Baar Bolo Toh Sahi.... Ap Tariff Sunte Sunte Thak Jau gaye.. .Main Kabhi Khamosh ya Nirash Nhi Honge... Apki Tariff Karte Karte Ap Saath Rahe Ya Na Rahe ...",0,Neutral
Just posted a photo @ Chocoholic  , Gift hamper  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-12-20 13:45:42,Just posted a photo @ Chocoholic    Gift hamper  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.52,Very Positive
#sunset #sunsetphotography @ E Com Tower  ,  sunset  sunsetphotography,26.0986727,91.60442,0,2021-12-11 19:47:18,#sunset #sunsetphotography @ E Com Tower     sunset  sunsetphotography,0,Neutral
Just posted a photo @ Gauhati  , ,26.150686,91.730339,0,2021-12-12 07:06:04,Just posted a photo @ Gauhati    ,0,Neutral
"Wedding Season
Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs. @ House no…  Wedding Season
Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs. @ House no 39 Handloom Hues  ", Wedding Season Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs.,26.17300278,91.78674073,0,2021-12-12 18:44:20,"Wedding Season
Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs. @ House no…  Wedding Season
Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs. @ House no 39 Handloom Hues    Wedding Season Mitali is wearing a black Paat Mekhela Sador with Gheesa xuta work in geometric designs.",-0.166666666666667,Negative
Just posted a photo @ Chocoholic  , Gift hamper   chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-12-21 10:21:22,Just posted a photo @ Chocoholic    Gift hamper   chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.52,Very Positive
Just posted a photo @ Kohuwa Collective  , Christmas favourites   a cozy handmade scarf to beat the chill while relishing on rum cakes   Our scarves are now available at Kohuwa Collective  Guwahati   a slow food cafe  store  pottery studio   collaborative space all in one   Follow  kohuwacollective   do visit if you are in Guwahati. They also have an exciting lineup of events all throughout the holiday season.    kaizenthelabelbynamratagohain  kaizenthelabel  kohuwacollective  slowaintguilty   HandloomScarves  GuwahatiCafe  ShopSmall  SlowFood  handwoveninassam  EriSilk  madebyartisans  sustainablefashion  IndianHandloom  handwovenscarf  slowfashion  slowliving,26.18368961,91.7954278,0,2021-12-21 13:04:22,Just posted a photo @ Kohuwa Collective    Christmas favourites   a cozy handmade scarf to beat the chill while relishing on rum cakes   Our scarves are now available at Kohuwa Collective  Guwahati   a slow food cafe  store  pottery studio   collaborative space all in one   Follow  kohuwacollective   do visit if you are in Guwahati. They also have an exciting lineup of events all throughout the holiday season.    kaizenthelabelbynamratagohain  kaizenthelabel  kohuwacollective  slowaintguilty   HandloomScarves  GuwahatiCafe  ShopSmall  SlowFood  handwoveninassam  EriSilk  madebyartisans  sustainablefashion  IndianHandloom  handwovenscarf  slowfashion  slowliving,0.05,Positive
Just posted a photo @ Assam  ,,26.14,91.77,0,2021-12-12 11:57:51,Just posted a photo @ Assam   ,0,Neutral
"I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Th…  I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Thank you Moon Bagchi   
Mekhela Sador by Handloom Hues @ House no 39 Handloom Hues  ",,26.17300278,91.78674073,0,2021-12-12 13:03:02,"I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Th…  I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Thank you Moon Bagchi   
Mekhela Sador by Handloom Hues @ House no 39 Handloom Hues   ",0.45,Positive
"The squad family man man girl girl  smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes  @ Odalbakra, Guwahati  ", The squad            ,26.1360304,91.7529847,0,2021-12-12 13:19:58,"The squad family man man girl girl  smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes  @ Odalbakra, Guwahati    The squad            ",0,Neutral
I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman. @…  I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman. @ House no 39 Handloom Hues  , I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman.,26.17300278,91.78674073,0,2021-12-12 13:23:21,I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman. @…  I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman. @ House no 39 Handloom Hues    I am wearing a pure MUGA with eriwork and Riki is wearing a salmon pink Paat with eriwork. Make up Sweety Rehman.,0.057142857142857,Positive
Just posted a photo @ Chocoholic  , Red velvet heart cake    When it comes to expressing love and affection to your beloved ones then heart shaped cakes plays a vital role.   chocoholic guwahati  Order now 7002048976   guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  lovequotes  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-12-12 13:38:10,Just posted a photo @ Chocoholic    Red velvet heart cake    When it comes to expressing love and affection to your beloved ones then heart shaped cakes plays a vital role.   chocoholic guwahati  Order now 7002048976   guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  lovequotes  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.325,Positive
"I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Th…  I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Thank you Moon Bagchi 
Mekhela Sador by Handloom Hues @ House no 39 Handloom Hues  ", I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style.  Thank you Moon Bagchi  Mekhela Sador by Handloom Hues,26.17300278,91.78674073,0,2021-12-12 13:09:04,"I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Th…  I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style. 
Thank you Moon Bagchi 
Mekhela Sador by Handloom Hues @ House no 39 Handloom Hues    I am wearing a Kesa Paat with exquisite eriwork and silver with baby pink meena. The Sador is in brocade style.  Thank you Moon Bagchi  Mekhela Sador by Handloom Hues",0.45,Positive
Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Pr…  Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Prajapati. @ House no 39 Handloom Hues  , Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Prajapati.,26.17300278,91.78674073,0,2021-12-12 13:16:31,Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Pr…  Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Prajapati. @ House no 39 Handloom Hues    Family wedding. I am wearing a taser Paat with deep red and eriwork Mekhela Sador. Make up by Hannan. Jewelry by Prajapati.,0,Neutral
#journeyoflife #profilepictures #photographylovers #journalism #pictureoftheday #Nature #naturelover #photoofday…  #journeyoflife #profilepictures #photographylovers #journalism #pictureoftheday #Nature #naturelover #photoofday #photoshoot #travelling #jiurney @journalist ashwainikumargogoi @ashwinikumar gogoi @ Guwahati Assam India  ,  journeyoflife  profilepictures  photographylovers  journalism  pictureoftheday  Nature  naturelover  photoofday  photoshoot  travelling  jiurney  journalist ashwainikumargogoi  ashwinikumar gogoi,26.10452,91.5913099,0,2021-12-20 20:31:26,#journeyoflife #profilepictures #photographylovers #journalism #pictureoftheday #Nature #naturelover #photoofday…  #journeyoflife #profilepictures #photographylovers #journalism #pictureoftheday #Nature #naturelover #photoofday #photoshoot #travelling #jiurney @journalist ashwainikumargogoi @ashwinikumar gogoi @ Guwahati Assam India     journeyoflife  profilepictures  photographylovers  journalism  pictureoftheday  Nature  naturelover  photoofday  photoshoot  travelling  jiurney  journalist ashwainikumargogoi  ashwinikumar gogoi,0,Neutral
"Always the last to leave. Pritam's reception scene continued way beyond it was actually supposed to. Well then, you…  Always the last to leave. Pritam's reception scene continued way beyond it was actually supposed to. Well then, you can't really blame us for being the kind of friends that we are. Thank you SKAI for this picture.  ", Always the last to leave. Pritam s reception scene continued way beyond it was actually supposed to. Well then  you can t really blame us for being the kind of friends that we are. Thank you SKAI for this picture.,26.13398412,91.78934075,0,2021-12-21 02:55:01,"Always the last to leave. Pritam's reception scene continued way beyond it was actually supposed to. Well then, you…  Always the last to leave. Pritam's reception scene continued way beyond it was actually supposed to. Well then, you can't really blame us for being the kind of friends that we are. Thank you SKAI for this picture.    Always the last to leave. Pritam s reception scene continued way beyond it was actually supposed to. Well then  you can t really blame us for being the kind of friends that we are. Thank you SKAI for this picture.",0.16,Positive
Emotions from a child's perspective. @ Gauhati  ,,26.150686,91.730339,0,2021-12-21 03:43:45,Emotions from a child's perspective. @ Gauhati   ,0,Neutral
Just posted a photo @ Kiranshree Movers and Packers  ,   Relocate Your Cars   Bikes and SuperBikes in extremely Safe Affordable and Reliable Manner with  KiranshreeMoversandPackers Pan India Service.     Choose us for Hassle free Relocation Service  We believe in Quality at Affordable Rates Safety with Security.     Our testimonials speaks about our customer satisfaction  We love our work enough to make you fall in love with our service.     We are the best Packers and Movers in Guwahati as said by our clients  it s only because of our professional packing Team and good Quality Materials.    Hurry Upto 30  Discount on Car Bike Relocation Call us  8876414773  8638099668 and get your FREE Quotation Today.     Follow us on    Google   https   g.page kiranshree movers and packers gm   Website   https   www.kiranshreemovers.com   Twitter   https   twitter.com Kiranshreemover s 09  YouTube   https   youtu.be lXeVIZ6njro  Instagram   https   instagram.com kiranshreemovers igshid sxs7se0hsu7x   RelocationSpecialist  PackersAndMoversinGuwahati   KiranshreeMoversAndPackers  StaySafeStayHealthy  RelocatingTrust  RelocationSpecialist   DoortoDoorService  PackersAndMoversinAssam  PackersAndMoversinMeghalaya  PackersAndMoversinTripura  PackersAndMoversinMizoram  PackersAndMoversinManipur  PackersAndMoversinNagaland  PackersAndMoversinArunachalPradesh  BestPackersInNortheast,26.14411938,91.786156,0,2021-12-21 08:30:19,Just posted a photo @ Kiranshree Movers and Packers      Relocate Your Cars   Bikes and SuperBikes in extremely Safe Affordable and Reliable Manner with  KiranshreeMoversandPackers Pan India Service.     Choose us for Hassle free Relocation Service  We believe in Quality at Affordable Rates Safety with Security.     Our testimonials speaks about our customer satisfaction  We love our work enough to make you fall in love with our service.     We are the best Packers and Movers in Guwahati as said by our clients  it s only because of our professional packing Team and good Quality Materials.    Hurry Upto 30  Discount on Car Bike Relocation Call us  8876414773  8638099668 and get your FREE Quotation Today.     Follow us on    Google   https   g.page kiranshree movers and packers gm   Website   https   www.kiranshreemovers.com   Twitter   https   twitter.com Kiranshreemover s 09  YouTube   https   youtu.be lXeVIZ6njro  Instagram   https   instagram.com kiranshreemovers igshid sxs7se0hsu7x   RelocationSpecialist  PackersAndMoversinGuwahati   KiranshreeMoversAndPackers  StaySafeStayHealthy  RelocatingTrust  RelocationSpecialist   DoortoDoorService  PackersAndMoversinAssam  PackersAndMoversinMeghalaya  PackersAndMoversinTripura  PackersAndMoversinMizoram  PackersAndMoversinManipur  PackersAndMoversinNagaland  PackersAndMoversinArunachalPradesh  BestPackersInNortheast,0.41,Positive
#pictureoftheday @ Guwahati Assam India  ,  pictureoftheday,26.10452,91.5913099,0,2021-12-21 09:07:52,#pictureoftheday @ Guwahati Assam India     pictureoftheday,0,Neutral
16 August || 2016 #Old #photos @ Guwahati Assam India  , 16 August    2016  Old  photos,26.10452,91.5913099,0,2021-12-21 05:56:12,16 August || 2016 #Old #photos @ Guwahati Assam India    16 August    2016  Old  photos,0.1,Positive
"Just posted a photo @ Guwahati, Assam (North East)  ", I can create pictures in ur mind with these lines. I m a painter and this is my painting.  Banadu tasvire pictures  mann mei in shabdo se  mei chitrakaar painter  aur ye meri chitrakaari painting  hai.    Model  modelsearch  fashion  mezoratalents  voot  tfm360models  TheAnant  RoyalBlood  Papa sBoy  RudeDude,26.17838763,91.75227602,0,2021-12-21 07:05:52,"Just posted a photo @ Guwahati, Assam (North East)    I can create pictures in ur mind with these lines. I m a painter and this is my painting.  Banadu tasvire pictures  mann mei in shabdo se  mei chitrakaar painter  aur ye meri chitrakaari painting  hai.    Model  modelsearch  fashion  mezoratalents  voot  tfm360models  TheAnant  RoyalBlood  Papa sBoy  RudeDude",0,Neutral
Just posted a photo @ Chocoholic  , Gift hamper  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-12-21 14:21:25,Just posted a photo @ Chocoholic    Gift hamper  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.52,Very Positive
Just posted a photo @ Mindora  , Parents like mother of hon ble union minister  smritiiraniofficial might not have had the opportunities to take proper help for their children  but today  mindoraindia is here to help.   mindora  champ  mentalhealth  mentalhealthmatters  studentlife  schoollife  parentslove  parenting  childhood,26.13919451,91.81151029,0,2021-12-21 15:05:11,Just posted a photo @ Mindora    Parents like mother of hon ble union minister  smritiiraniofficial might not have had the opportunities to take proper help for their children  but today  mindoraindia is here to help.   mindora  champ  mentalhealth  mentalhealthmatters  studentlife  schoollife  parentslove  parenting  childhood,0,Neutral
"It's not always that we suit up. But boy, aren't we a sight when we do ! @ Rani Bagan  ", It s not always that we suit up. But boy  aren t we a sight when we do    And one can clearly see  instantkoko and  i ayush man aren t the only ones with  glasses  on  them    ,26.13398412,91.78934075,0,2021-12-21 15:09:59,"It's not always that we suit up. But boy, aren't we a sight when we do ! @ Rani Bagan    It s not always that we suit up. But boy  aren t we a sight when we do    And one can clearly see  instantkoko and  i ayush man aren t the only ones with  glasses  on  them    ",0.05,Positive
